start	end	volume	startpage	author	date	letter
0	90	1	3	Both	1610-2-25	I
92	190	1	3	Both	1610-8-6	II
192	289	1	3	Both	1610-10-14	III
291	7995	1	4	Both	1611-7-18	IV
7997	8966	1	7	Both	1612-3-31	V
8968	28268	1	8	Both	1612-7-26	VI
28270	28355	1	16	Both	1612-7-26	VII
28357	28443	1	16	Both	1612-7-26	VIII
28445	28990	1	17	Both	1612-7-26	IX
28992	29032	1	18	Both	None-None-None	X
29034	30151	1	19	Both	1612-7-26	XI
30153	30238	1	20	Both	1612-7-26	XII
30240	30326	1	20	Both	1612-7-26	XIII
30328	30368	1	20	Both	None-None-None	XIV
30370	42938	1	21	Both	1614-1-1	XV
42940	42981	1	27	Both	1614-1-1	XVI
42983	43025	1	27	Both	1614-1-1	XVII
43027	43909	1	28	Both	1614-11-10	XVIII
43911	49972	1	29	Both	1614-11-10	XIX
49974	58527	1	33	Both	1614-11-10	XX
58529	60226	1	37	Both	1614-11-10	XXI
60228	62638	1	39	Both	1614-11-10	XXII
62640	68120	1	43	Reynst	1614-11-11	I
68122	91287	1	46	Reynst	1615-10-26	II
91289	104424	1	46	Reynst	1615-10-26	II
104426	116520	1	63	Reael	1616-7-18	I
116522	121222	1	68	Reael	1616-9-22	II
121224	132871	1	70	Reael	1617-5-10	III
132873	136192	1	74	Reael	1617-7-2	IV
136194	136949	1	76	Reael	1617-11-10	V
136951	142781	1	77	Reael	1617-12-17	VI
142783	144463	1	80	Reael	1617-12-17	VII
144465	145162	1	81	Reael	1618-1-6	VIII
145164	150227	1	82	Reael	1618-5-7	IX
150229	155553	1	85	Reael	1618-7-11	X
155555	178940	1	87	Reael	1618-8-20	XI
178942	178998	1	97	Coen	1619-8-5	I
179000	179056	1	97	Coen	1619-10-7	II
179058	179116	1	97	Coen	1619-10-15	III
179118	179247	1	97	Coen, De Carpentier, Dedel, De Houtman, Jansz	1620-1-22	IV
179249	179320	1	97	Coen, Dedel	1620-1-29	V
179322	179427	1	97	Coen, De Carpentier, Jansz, Dedel	1620-5-11	VI
179429	179521	1	97	Coen, De Carpentier, Dedel	1620-5-12	VII
179523	179636	1	98	Coen, De Carpentier, Dedel, Sonck	1620-7-31	VIII
179638	179762	1	98	Coen, De Houtman, De Carpentier, Sonck	1620-10-26	IX
179764	179898	1	98	Coen, De Houtman, De Carpentier, Dedel, Sonck	1621-1-8	X
179900	196720	1	99	De Carpentier, Dedel	1621-3-8	XI
196722	196859	1	105	Coen, Sonck	1621-5-6	XII
196861	230176	1	106	De Carpentier, Dedel, Reyersz, Van Uffelen	1621-7-9	XIII
230178	230290	1	118	Coen, De Carpentier, Lam, Van Antzen	1621-11-16	XIV
230292	230385	1	118	Coen, De Carpentier, Van Antzen	1621-12-20	XV
230387	230480	1	118	Coen, De Carpentier, Van Antzen	1622-1-21	XVI
230482	230574	1	118	Coen, De Carpentier, Van Antzen	1622-3-14	XVII
230576	230685	1	118	Coen, De Carpentier, Van Antzen, Specx	1622-9-6	XIX
230687	230780	1	118	Coen, De Carpentier, Van Antzen	1622-3-26	XVIII
230782	243055	1	121	De Carpentier, Jansz, Specx	1623-2-1	I
243057	250831	1	126	De Carpentier, Raden	1623-2-24	II
250833	253351	1	129	De Carpentier, De Houtman, Dedel, Sonck, Specx	1623-12-25	III
253353	296675	1	131	De Carpentier, De Houtman, Dedel, Sonck, Specx, Van Gorcom	1624-1-3	IV
296677	307962	1	148	De Carpentier, Dedel, Sonck, Specx, Van Gorcom	1624-3-4	V
307964	360502	1	152	De Carpentier, Specx, Vlack, Van Diemen	1625-1-27	VI
360504	361699	1	172	De Carpentier, Raden	1625-8-13	VII
361701	363107	1	173	De Carpentier, Raden	1625-9-13	VIIa
363109	390095	1	174	De Carpentier, Specx, Vlack, Van Diemen	1625-10-27	VIII
390097	439730	1	184	De Carpentier, Specx, Vlack, Van Diemen	1626-2-3	IX
439732	439792	1	203	De Carpentier, Raden	1626-2-15	X
439794	528163	1	204	De Carpentier, Specx, Vlack, Van Diemen	1626-12-13	XI
528165	529433	1	234	De Carpentier, Specx, Vlack, Van Diemen, Schram	1626-12-15	XII
529435	540506	1	235	De Carpentier, Schram, Specx, Vlack, Van Diemen	1626-12-26	XIII
540508	540568	1	239	De Carpentier, Raden	1627-2-2	XIV
540570	547637	1	240	De Carpentier	1627-7-29	XV
547639	547786	1	244	Coen, De Carpentier, Specx, Van Duynen, Van Diemen, De Meester	1627-11-9	I
547788	547898	1	244	Coen, Van Duynen, Van Diemen, De Meester	1628-1-6	II
547900	548012	1	244	Coen, Van Duynen, Van Diemen, De Meester	1628-1-13	III
548014	548125	1	244	Coen, Van Duynen, Van Diemen, De Meester	1628-1-24	IV
548127	548289	1	244	Coen, Jansz, Lefebvre, Van Gorcom, Vlack, Van Diemen, Blocq Martensz	1628-11-3	V
548291	548381	1	244	Coen, Vlack, Van Diemen	1628-11-17	VI
548383	548474	1	244	Coen, Vlack, Van Diemen	1629-2-10	VII
548476	548565	1	244	Coen, Vlack, Van Diemen	1629-3-18	VIII
548567	634378	1	247	Specx, Vlack, Van Diemen, Nuyts, Van Raemburch	1629-12-15	I
634380	694044	1	279	Specx, Vlack, Van Diemen, Van der Burch	1631-3-7	II
694046	694164	1	302	Van Diemen	1631-6-5	III
694166	766464	1	303	Specx, Vlack, Van der Burch, Gardenijs	1632-1-6	IV
766466	865155	1	331	Brouwer, Vlack, Van der Burch	1632-12-1	I
865157	872758	1	366	Brouwer, Vlack, Ysbrantsz, Van der Burch	1633-2-7	II
872760	881160	1	369	Brouwer, Vlack, Ysbrantsz, Van der Burch	1633-2-8	III
881162	936188	1	373	Brouwer, Van Diemen, Vlack, Lucasz, Van der Burch	1633-8-15	IV
936190	1050414	1	393	Brouwer, Van Diemen, Vlack, Van der Burch, Van den Heuvel	1633-12-15	V
1050416	1054039	1	433	Brouwer	1633-12-25	VI
1054041	1059136	1	435	Brouwer, Van Diemen, Vlack, Van der Burch	1634-2-20	VII
1059138	1059268	1	437	Brouwer, Van Diemen, Vlack, Van der Burch	1634-3-5	VIII
1059270	1103414	1	438	Brouwer, Van Diemen, Vlack, Van der Burch	1634-8-15	IX
1103416	1182427	1	453	Brouwer, Van Diemen, Van der Burch, Van Broeckum	1634-12-27	X
1182429	1206136	1	482	Brouwer	1635-1-8	XI
1206138	1256329	1	491	Brouwer, Van Diemen, Van der Burch	1635-12-31	XII
1256331	1384137	1	507	Brouwer, Van Diemen, Lucasz, Ysbrantsz, Gijsels, Van der Burch	1636-1-4	XIII
1384139	1386509	1	553	Van Diemen, Lucasz, Gijsels, Van der Burch	1636-2-2	I
1386511	1498941	1	554	Van Diemen, Lucasz, Gijsels, Putmans, Caen, Ottens	1636-12-28	II
1498943	1654865	1	596	Van Diemen, Lucasz, Gijsels, Caen	1637-12-9	III
1654867	1666490	1	658	Van Diemen, Lucasz, Caen	1637-12-26	IV
1666492	1872721	1	663	Van Diemen, Lucasz, Reniers, Welsing, Van der Lijn	1638-12-22	V
1872723	1901718	1	734	Van Diemen, Lucasz, Reniers, Welsing, Van der Lijn	1638-12-30	VI
1901720	1914186	2	1	Van Diemen, Lucasz, Reniers, Welsing, Van der Lijn	1639-1-12	VII
1914188	2147980	2	7	Van Diemen, Caen, Van der Lijn	1639-12-18	VIII
2147982	2169076	2	90	Van Diemen, Caen, Van der Lijn	1640-1-8	IX
2169078	2172247	2	99	Van Diemen, Caen, Van der Lijn	1640-1-31	X
2172249	2194263	2	101	Van Diemen, Van der Lijn	1640-9-9	XI
2194265	2244416	2	109	Van Diemen, Van der Lijn, Van Twist	1640-11-30	XII
2244418	2263653	2	128	Van Diemen, Van der Lijn	1641-1-8	XIII
2263655	2267956	2	135	Van Diemen, Van der Lijn	1641-1-31	XIV
2267958	2268085	2	137	Van Diemen, Van der Lijn, Maetsuycker, Caron, Schouten	1641-9-14	XV
2268087	2269667	2	138	Van Diemen, Van der Lijn, Maetsuycker, Caron, Schouten, Sweers	1641-11-16	XVI
2269669	2311541	2	139	Van Diemen, Van der Lijn, Maetsuycker, Caron, Schouten, Sweers	1641-12-12	XVII
2311543	2393043	2	155	Van Diemen, Caen, Van der Lijn, Maetsuycker, Schouten, Sweers, Witsen	1642-12-12	XVIII
2393045	2401956	2	186	Van Diemen, Caen, Van der Lijn, Maetsuycker, Schouten, Sweers, Witsen	1642-12-23	XIX
2401958	2411071	2	190	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1643-1-13	XX
2411073	2413967	2	194	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1643-1-23	XXI
2413969	2421778	2	195	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1643-3-7	XXII
2421780	2422247	2	199	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1643-3-18	XXIII
2422249	2481150	2	200	Van Diemen, Caen, Van der Lijn, Maetsuycker, Schouten, Sweers	1643-12-22	XXIV
2481152	2495376	2	223	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1644-1-4	XXV
2495378	2497452	2	230	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1644-1-9	XXVI
2497454	2497924	2	231	Van Diemen, Van der Lijn, Maetsuycker, Schouten, Sweers	1644-1-13	XXVII
2497926	2556232	2	232	Van Diemen, Van der Lijn, Sweers, Croocq, Van Alphen	1644-12-23	XXVIII
2556234	2569253	2	256	Van Diemen, Van der Lijn, Sweers, Van Alphen	1645-1-20	XXIX
2569255	2574411	2	262	Van Diemen, Van der Lijn, Sweers, Van Alphen	1645-2-6	XXX
2574413	2588699	2	267	Van der Lijn, Maetsuycker, Van Alphen	1645-7-9	I
2588701	2596476	2	273	Van der Lijn, Maetsuycker, Reniers, Van Alphen	1645-12-17	II
2596478	2607810	2	278	Van der Lijn, Maetsuycker, Reniers, Van Alphen	1645-12-31	III
2607812	2638878	2	283	Van der Lijn, Caron, Reniers, Caen	1646-12-21	IV
2638880	2663067	2	296	Van der Lijn, Caron, Reniers, Caen, Van Dutecum	1647-1-15	V
2663069	2672331	2	306	Van der Lijn, Caron, Reniers, Caen, Van Dutecum	1647-4-14	VI
2672333	2726364	2	311	Van der Lijn, Caron, Reniers, Caen, Van Dutecum, Demmer, Geleynsz de Jongh	1647-12-31	VII
2726366	2809689	2	332	Van der Lijn, Caron, Reniers, Van Dutecum, Demmer	1649-1-18	VIII
2809691	2821562	2	366	Van der Lijn, Caron, Reniers, Van Dutecum, Demmer	1649-1-26	IX
2821564	2898537	2	370	Van der Lijn, Caron, Reniers, Demmer, Barendsz	1649-12-31	X
2898539	2900023	2	400	Van der Lijn, Caron, Reniers, Demmer	1650-1-18	XI
2900025	3010538	2	403	Reniers, Maetsuycker, Demmer, Cunaeus, De Vlaming van Oudtshoorn, Heussen, Van der Beecken	1650-12-10	I
3010540	3097449	2	445	Reniers, Maetsuycker, Demmer, Cunaeus, Versteghen, De With, Steur	1651-1-20	II
3097451	3108221	2	476	Reniers, Maetsuycker, Demmer, Cunaeus, Versteghen, De With, Steur	1651-2-10	III
3108223	3329703	2	480	Reniers, Maetsuycker, Demmer, Hartsinck, De Vlaming van Oudtshoorn, Van Teylingen, Caesar	1651-12-19	IV
3329705	3408716	2	555	Reniers, Maetsuycker, Demmer, Hartsinck, De Vlaming van Oudtshoorn, Caesar, Versteghen	1652-1-24	V
3408718	3411642	2	583	Reniers, Maetsuycker, Demmer, Hartsinck, De Vlaming van Oudtshoorn, Caesar, Versteghen	1652-2-5	VI
3411644	3552860	2	585	Reniers, Maetsuycker, Hartsinck, Cunaeus, Caesar, Steur	1652-12-24	VII
3552862	3627319	2	640	Reniers, Maetsuycker, Hartsinck, Cunaeus, Caesar, Steur	1653-1-31	VIII
3627321	3631349	2	668	Maetsuycker, Hartsinck, Cunaeus, Caesar, Steur	1653-1-31	IX
3631351	3797455	2	673	Maetsuycker, Hartsinck, Verburch, Steur, Van den Bogaerde	1654-1-19	I
3797457	3811084	2	739	Maetsuycker, Hartsinck, Cunaeus, Verburch, Steur, Van den Bogaerde	1654-2-6	II
3811086	3861672	2	746	Maetsuycker, Hulft, Hartsinck, Cunaeus, De Vlaming van Oudtshoorn, Verburch, Steur	1654-11-7	III
3861674	3979373	2	770	Maetsuycker, Hulft, Hartsinck, Cunaeus, Verburch, Steur, Van der Beecken	1655-1-26	IV
3979375	3979497	2	820	Maetsuycker, Hulft, Hartsinck, Cunaeus, Verburch, Steur	1655-2-4	V
3979499	3989356	2	821	Maetsuycker, Hulft, Hartsinck, Cunaeus, Verburch, Steur, Van der Beecken	1655-4-1	VI
3989358	3993963	3	1	Maetsuycker, Hulft, Hartsinck, Cunaeus, Verburch, Steur, Van den Bogaerde	1655-7-12	VII
3993965	4107841	3	4	Maetsuycker, Hartsinck, Cunaeus, Verburch, Steur, Van den Bogaerde, Sarcerius	1655-12-24	VIII
4107843	4187309	3	47	Maetsuycker, Hartsinck, Cunaeus, Verburch, Steur	1656-2-1	IX
4187311	4195931	3	79	Maetsuycker, Hartsinck, Cunaeus, Verburch, Steur	1656-7-18	X
4195933	4199525	3	83	Maetsuycker, Hartsinck, Cunaeus, Verburch, Steur	1656-7-31	XI
4199527	4254303	3	85	Maetsuycker, Hartsinck, Cunaeus, De Vlaming van Oudtshoorn, Verburch, Steur	1656-12-4	XII
4254305	4350662	3	108	Maetsuycker, Hartsinck, Cunaeus, De Vlaming van Oudtshoorn, Verburch, Steur, Caesar	1657-1-31	XIII
4350664	4468435	3	147	Maetsuycker, Hartsinck, Cunaeus, De Vlaming van Oudtshoorn, Verburch, Steur	1657-12-17	XIV
4468437	4503315	3	192	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1658-1-6	XV
4503317	4503456	3	209	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1658-1-17	XVI
4503458	4580563	3	210	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur, Sterthemius	1658-12-14	XVII
4580565	4680661	3	247	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur, Sterthemius	1659-12-16	XVIII
4680663	4728748	3	292	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1660-1-16	XIX
4728750	4811731	3	314	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1660-12-16	XX
4811733	4846200	3	354	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1661-1-26	XXI
4846202	4846336	3	371	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1661-1-28	XXII
4846338	4850280	3	372	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1661-7-29	XXIII
4850282	4862777	3	375	Maetsuycker, Hartsinck, De Vlaming van Oudtshoorn, Verburch, Steur	1661-12-22	XXIV
4862779	4885351	3	383	Maetsuycker, Hartsinck, Verburch, Steur	1662-1-30	XXV
4885353	4907243	3	393	Maetsuycker, Hartsinck, Verburch, Steur	1662-4-22	XXVI
4907245	5008192	3	403	Maetsuycker, Hartsinck, Verburch, Steur, Thijsz	1662-12-26	XXVII
5008194	5009364	3	452	Maetsuycker, Hartsinck, Verburch, Steur, Thijsz	1663-1-29	XXVIII
5009366	5025683	3	453	Maetsuycker, Hartsinck, Verburch, Steur, Pit, Overtwater, Thijsz, Van der Meyde, Van Hoorn	1663-12-21	XXIX
5025685	5032184	3	462	Maetsuycker, Hartsinck, Verburch, Pit, Overtwater, Thijsz, Van Hoorn, Cops	1664-1-27	XXX
5032186	5034923	3	466	Maetsuycker, Hartsinck, Verburch, Van Goens, Pit, Overtwater, Van den Brouck, Thijsz, Van Hoorn, Cops	1664-8-4	XXXI
5034925	5045068	3	468	Maetsuycker, Hartsinck, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Hustaert, Van Hoorn	1664-12-23	XXXII
5045070	5065554	3	474	Maetsuycker, Hartsinck, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Hustaert, Van Hoorn	1665-1-30	XXXIII
5065556	5066151	3	483	Maetsuycker, Hartsinck, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Hustaert, Van Hoorn	1665-2-26	XXXIV
5066153	5149744	3	484	Maetsuycker, Hartsinck, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Van Dam, Van Hoorn	1666-1-30	XXXV
5149746	5265444	3	525	Maetsuycker, Hartsinck, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Van Dam	1667-1-25	XXXVI
5265446	5304895	3	581	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Thijsz	1667-10-5	XXXVII
5304897	5325263	3	601	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Thijsz	1667-12-6	XXXVIII
5325265	5330716	3	613	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Thijsz	1667-12-23	XXXIX
5330718	5332294	3	617	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Thijsz	1667-12-31	XL
5332296	5380967	3	618	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Van Hoorn	1668-10-18	XLI
5380969	5404528	3	641	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Thijsz, Van Hoorn	1668-12-1	XLII
5404530	5407773	3	653	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn, Ranst	1668-12-13	XLIII
5407775	5426738	3	655	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn, Ranst	1668-12-19	XLIV
5426740	5438005	3	664	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn, Ranst	1669-1-31	XLV
5438007	5444570	3	670	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn, Ranst	1669-2-16	XLVI
5444572	5444731	3	674	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn, Ranst	1669-2-18	XLVII
5444733	5444892	3	675	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn, Ranst	1669-2-28	XLVIII
5444894	5510732	3	676	Maetsuycker, Verburch, Pit, Overtwater, Van den Brouck, Van Hoorn	1669-11-17	XLIX
5510734	5511016	3	709	Maetsuycker, Verburch, Pit, Overtwater, Van Hoorn	1669-11-30	L
5511018	5534583	3	710	Maetsuycker, Verburch, Pit, Overtwater, Van Hoorn	1669-12-15	LI
5534585	5563286	3	722	Maetsuycker, Verburch, Pit, Overtwater, Van Hoorn	1670-1-31	LII
5563288	5563767	3	738	Maetsuycker, Verburch, Pit, Overtwater, Van Hoorn	1670-2-11	LIII
5563769	5578607	3	739	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1671-9-2	LIV
5578609	5581196	3	748	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1671-11-16	LV
5581198	5629180	3	750	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1671-12-19	LVI
5629182	5691069	3	779	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1672-1-31	LVII
5691071	5692932	3	813	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1672-2-5	LVIII
5692934	5693070	3	814	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1672-2-20	LIX
5693072	5701590	3	815	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn, Cops, Volger	1672-7-31	LX
5701592	5702034	3	821	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn, Volger	1672-8-27	LXI
5702036	5702172	3	822	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1672-9-22	LXII
5702174	5721298	3	823	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1672-12-11	LXIII
5721300	5721939	3	834	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1672-12-13	LXIV
5721941	5788779	3	835	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1673-1-31	LXV
5788781	5819744	3	877	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1673-11-13	LXVI
5819746	5820375	3	893	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1673-12-23	LXVII
5820377	5858981	3	894	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1674-1-31	LXVIII
5858983	5859268	3	918	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn	1674-2-22	LXIX
5859270	5868489	3	919	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn, Abbema	1674-10-8	LXX
5868491	5916153	3	924	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn, Abbema	1674-11-17	LXXI
5916155	5949180	4	1	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn, Abbema	1675-1-31	LXXII
5949182	5993150	4	21	Maetsuycker, Verburch, Pit, Overtwater, Speelman, Van Hoorn, Abbema	1675-2-28	LXXIII
5993152	6000030	4	38	Maetsuycker, Verburch, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn, Abbema	1675-8-29	LXXIV
6000032	6000221	4	42	Maetsuycker, Verburch, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn, Abbema	1675-9-25	LXXV
6000223	6079360	4	43	Maetsuycker, Verburch, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn, Abbema	1675-11-23	LXXVI
6079362	6106659	4	83	Maetsuycker, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn, Abbema	1676-2-7	LXXVII
6106661	6107792	4	100	Maetsuycker, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn, Abbema	1676-2-15	LXXVIII
6107794	6158766	4	101	Maetsuycker, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn	1676-9-30	LXXIX
6158768	6216363	4	125	Maetsuycker, Van Goens, Pit, Overtwater, Speelman, Ranst, Van Hoorn, Paviljoen	1676-11-28	LXXX
6216365	6239037	4	156	Maetsuycker, Van Goens, Pit, Overtwater, Ranst, Van Hoorn, Paviljoen	1677-2-13	LXXXI
6239039	6261635	4	171	Maetsuycker, Van Goens, Pit, Overtwater, Ranst, Van Hoorn, Paviljoen, Volger, Van Reede	1677-7-5	LXXXII
