01:p0003a => I. PIETER BOTH, AAN BOORD VAN HET WAPEN VAN AMSTERDAM,  VOOR ILE DE MA ... 
03:p0779 => LVII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWA ... 
03:p0813 => LVIII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTW ... 
03:p0814 => LIX. JOAN MAETSU YKER , NICOLAES VERBURCH, LAURENS PIT,  P1ETER OVERTW ... 
03:p0815 => LX. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWATE ... 
03:p0821 => LXI. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWAT ... 
03:p0822 => LXII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWA ... 
03:p0823 => LXIII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTW ... 
03:p0834 => LXIV. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWA ... 
03:p0835 => LXV. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWAT ... 
03:p0877 => LX VI. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTW ... 
03:p0893 => LXVII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTW ... 
03:p0894 => LXVIII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS  PIT, PIETER OVERT ... 
03:p0918 => LXIX. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWA ... 
03:p0919 => LXX. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWAT ... 
03:p0924 => LXXI. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PIETER OVERTWA ... 
04:p0001 => LXXII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS PIT,  PI ETER OVERT ... 
04:p0021 => LXXIII. JOAN MAETSUYKER, NICOLAES VERBURCH, LAURENS  PIT, PIETER OVERT ... 
04:p0038 => LXXIV. JOAN MAETSUYKER, NICOLAES VERBURCH, RYCKLOFF  VAN GOENS, LAUREN ... 
04:p0042 => LXXV. JOAN MAETSUYKER, NICOLAES VERBURCH, RYCKLOFFVAN GOENS, LAURENS P ... 
04:p0043 => LXXVI. JOAN MAETSUYKER. NICOLAES VERBURCH, RYCKLOFF  VAN GOENS, LAUREN ... 
04:p0083 => LXXVII. JOAN MAETSUYKER, RYCKLOFF VAN GOENS, LAURENS  PIT, PIETER OVER ... 
04:p0100 => LXXVIII. JOAN MAETSUYKER, RYCKLOFF VAK GOENS, LAURENS  PIT, PIETER OVE ... 
04:p0101 => LXXIX. JOAN MAETSUYKER, RYCKLOFF VAN GOENS, LAURENS  PIT, PIETER OVERT ... 
04:p0125 => LXXX. JOAN MAETSUYKER, RIJCKLOFF VAN GOENS, LAURENS  PIT, PIETER OVERT ... 
04:p0156 => LXXXI. JOAN MAETSUYKER, RIJCKLOFF VAN GOENS, LAURENS  PIT, PIETER OVER ... 
04:p0171 => LXXXII. JOAN MAETSUYKER, RYCKLOFF VAN GOENS, LAURENS  PIT, PIETER OVER ... 
04:p0183 => LXXXIII. JOAN MAETSUYKER, RYCKLOFF VAN GOENS, LAURENS  PIT, PIETER OVE ... 
04:p0217 => I RIJCKLOFF VAN GOENS, LAURENS PIT, PIETER OVERTWATER,  PIETER VAN HOO ... 
04:p0218 => II RIJCKLOFF VAN GOENS, LAURENS PIT, PIETER OVERTWATER,  PIETER VAN HO ... 
04:p0238 => III. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, WILLEM VAN  OUTHOORN, JOAN ... 
04:p0239 => IV. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, WILLEM VAN  OUTHOORN, JOANN ... 
04:p0241 => V. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, WILLEM VAN  ... 
04:p0242 => VI. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, WILLEM VAN ... 
04:p0262 => VII. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, WILLEM VA ... 
04:p0309 => VIII. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, WILLEM V ... 
04:p0311 => IX. RIJCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO  ... 
04:p0312 => X. RIJCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO H ... 
04:p0318 => XI. RIJCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO  ... 
04:p0372 => XII. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO  ... 
04:p0373 => XIII. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO ... 
04:p0405 => XIV. [RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT,] ANTHONI ... 
04:p0416 => XV. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO H ... 
04:p0423 => XVI. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO  ... 
04:p0426 => XVII. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO ... 
04:p0429 => XVIII. RIJCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHON ... 
04:p0477 => XIX. RIJCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO ... 
04:p0480 => XX. RYCKLOFF VAN GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO H ... 
04:p0481 => XXI. RYCKLOFF VAX GOENS, CORNELIS SPEELMAN, BALTHASAR  BORT, ANTHONIO  ... 
04:p0485 => I. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OUTH ... 
04:p0487 => II. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OUT ... 
04:p0491 => III. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OU ... 
04:p0492 => IV. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OUT ... 
04:p0493 => V. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OUTH ... 
04:p0495 => VI. GOUVERNEUR-GENERAAL EN RADEN, BATAVIA 12 nov. 1682. *)  
04:p0496 => VII. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OU ... 
04:p0498 => VIII. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN O ... 
04:p0598 => VIIIA. ANTHONIO HURDT, JOANNES CAMPHUYS, MAKTEN PIT, NICOLAAS  SCHAGHE ... 
04:p0600 => IX. CORNELIS SPEELMAN, BALTHASAR BORT, ANTHONIO HURDT,  WILLEM VAN OUT ... 
04:p0647 => IXA. ANTHONIO HURDT, JOANNES CAMPHUYS, MARTEN PIT, NICOLAAS  SCHAGHEN  ... 
04:p0651 => I. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT, ... 
04:p0679 => II. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT ... 
04:p0680 => III. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PI ... 
04:p0707 => IV. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT ... 
04:p0753 => V. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT, ... 
04:p0780 => VI. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT ... 
04:p0782 => VII. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUT  HOORN, MARTEN P ... 
04:p0791 => VIII. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN  OUTHOORN, RIJCKLOF ... 
05:p0001 => IX. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  RIJCKLOFF  ... 
05:p0007 => X. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  RIJCKLOFF V ... 
05:p0024 => XI. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT ... 
05:p0077 => XII. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PI ... 
05:p0099 => XIII. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN P ... 
05:p0159 => XIV. JOANNES CAMPHUYS, ANTHONIO HURDT, WILLEM VAN OUTHOORN,  MARTEN PI ... 
05:p0162 => XV. JOANNES CAMPHUYS, ANTHONTO HURDT, WILLEM VAN OUTHOORN,  MARTEN PIT ... 
05:p0195 => XVI. JOHANNES CAMPHUYS, WILLEM VAN OUTHOORN, MAKTEN  PIT, JACOB PITS,  ... 
05:p0260 => XVII. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, MARTEN  PIT, JOAN VAN HOO ... 
05:p0284 => XVIII. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, MAKTEN  PIT, JOAN VAN HO ... 
05:p0295 => XIX. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, MARTEN PIT,  JOAN VAN HOOR ... 
05:p0296 => XX. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, MAKTEN PIT,  JOAN VAN HOORN ... 
05:p0351 => XXI. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, MARTEN  PIT, JOAN VAN HOOR ... 
05:p0376 => XXII. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, JOAN VAN  HOORN, ISAAC DE ... 
05:p0388 => XXm. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, JOAN VAN  HOORN, WOUTER VA ... 
05:p0434 => XXIV. JOANNES CAMPHUYS, WILLEM VAN OUTHOORN, JOAN VAN  HOORN, WOUTER V ... 
05:p0439 => I. WILLEM VAN OUTHOORN, JOAN VAN HOORN, ISAAC DE SAINTMARTIN,  DIRK DE ... 
05:p0493 => II. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT ... 
05:p0507 => III. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
05:p0508 => IV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT ... 
05:p0567 => V. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT- ... 
05:p0599 => VI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT ... 
05:p0605 => VII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAIN ... 
05:p0650 => VIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAI ... 
05:p0668 => IX. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT ... 
05:p0712 => X. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT- ... 
05:p0736 => XI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAINT ... 
05:p0746 => XII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ISAAC DE SAIN ... 
05:p0779 => XIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS ... 
05:p0822 => XIV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
05:p0834 => XV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS,  ... 
06:p0001 => XVI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
06:p0011 => XVII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS ... 
06:p0017 => XVIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAA ... 
06:p0048 => XIX. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
06:p0051 => XX. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS,  ... 
06:p0064 => XXI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
06:p0065 => XXII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS ... 
06:p0066 => XXIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAA ... 
06:p0095 => XXIV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS ... 
06:p0105 => XXV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
06:p0113 => XXVI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,DIRK DE HAAS,  ... 
06:p0114 => XXVII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS  PIJL, DIRK DE HAA ... 
06:p0115 => XXVIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS  PIJL, DIRK DE HA ... 
06:p0116 => XXIX. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS ... 
06:p0143 => XXX. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS, ... 
06:p0144 => XXXI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAAS ... 
06:p0150 => XXXII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  DIRK DE HAA ... 
06:p0153 => XXXIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS  PIJL, ABRAHAM VA ... 
06:p0161 => XXXIV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS  PIJL, ABRAHAM VAN ... 
06:p0177 => XXXV. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ABRAHAM VAN  ... 
06:p0188 => XXXVI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS PIJL,  ABRAHAM VAN ... 
06:p0189 => XXXVII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS  PIJL, ABRAHAM VA ... 
06:p0219 => XXXVIII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, LAURENS  PIJL, ABRAHAM V ... 
06:p0231 => XXXIX. WILLEM VAN OUTHOORN, JOAN VAN HOORN, ABRAHAM  VAN RIEBEECK, LAU ... 
06:p0236 => XL. WILLEM VAN OUTHOORN, JOAN VAN HOORN, ABRAHAM VAN  RIEBEECK, LAUREN ... 
06:p0267 => XLI. WILLEM VAN OUTHOORN, JOAN VAN HOORN, ABRAHAM VAN  RIEBEECK, LAURE ... 
06:p0275 => XLII. WILLEM VAN OUTHOORN, JOAN VAN HOORN, ABRAHAM VAN  RIEBEECK, LAUR ... 
06:p0286 => XLIH. WILLEM VAN OUTHOORN, JOAN VAN HOORN, ABRAHAM VAN  RIEBEECK, LAUR ... 
06:p0289 => I. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS,  ... 
06:p0290 => II. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS, ... 
06:p0327 => III. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS ... 
06:p0329 => IV. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS, ... 
06:p0340 => V. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS,  ... 
06:p0342 => VI. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS, ... 
06:p0343 => VII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  JOANNES COPS ... 
06:p0345 => VIII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, LAURENS PIJL,  CHRISTOFFEL ... 
06:p0346 => IX. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HERM ... 
06:p0383 => IX A. (Geheim) JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN  ... 
06:p0390 => X. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL VAN  SWOLL, HERMA ... 
06:p0401 => XI. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HERM ... 
06:p0402 => XII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HER ... 
06:p0406 => XIII. JOAN VAN HOORN EN RADEN VAN INDIË, BATAVIA 31 maart  1706 <super ... 
06:p0413 => XIV. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HER ... 
06:p0414 => XV. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HERM ... 
06:p0415 => XVI. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HER ... 
06:p0463 => XVII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HE ... 
06:p0464 => XVIII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, H ... 
06:p0466 => XIX. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HER ... 
06:p0474 => XX. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, HERM ... 
06:p0477 => XXI. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, ABR ... 
06:p0513 => XXII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, AD ... 
06:p0514 => XXIII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, A ... 
06:p0525 => XXIV. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, AB ... 
06:p0530 => XXV. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, ABR ... 
06:p0531 => XXVI. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, AB ... 
06:p0574 => XXVII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFELVAN SWOLL, ABR ... 
06:p0575 => XXVIII. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL,  ... 
06:p0587 => XXIX. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, AB ... 
06:p0596 => XXX. JOAN VAN HOORN, ABRAHAM VAN RIEBEECK, CHRISTOFFEL  VAN SWOLL, ABR ... 
06:p0601 => I. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, PIET ... 
06:p0641 => II. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, PIE ... 
06:p0658 => III. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, PI ... 
06:p0663 => IV. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, PIE ... 
06:p0713 => V. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, CORN ... 
06:p0732 => VI. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, COR ... 
06:p0750 => VII. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, CO ... 
06:p0810 => VIII. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, C ... 
06:p0836 => IX. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, COR ... 
06:p0844 => X. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, CORN ... 
06:p0897 => XI. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, COR ... 
06:p0915 => XII. ABRAHAM VAN RIEBEECK, ABRAHAM DOUGLAS, CHRISTOFFEL  VAN SWOLL, CO ... 
07:p0003 => I. CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, CORNELIS CHASTELEIN,  MATTH ... 
07:p0045 => II. CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, CORNELIS CHASTELEIN,  MATT ... 
07:p0065 => III. CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, CORNELIS CHASTELEIN,  MAT ... 
07:p0078 => IV. CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, MATTHEUS DE  HAAN, FRANS C ... 
07:p0136 => V. CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, MATTHEUS DE HAAN,  FRANS C  ... 
07:p0153 => VI. CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, MATTHEUS DE  HAAN, FRANS C ... 
07:p0162 => VII CHRISTOFFEL VAN SWOLL, ABRAHAM DOUGLAS, MATTHEUS DEHAAN, FRANS CAS ... 
07:p0166 => VIII. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDR ... 
07:p0202 => IX. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRIK ... 
07:p0216 => X. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRIK  ... 
07:p0224 => XI. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRIK ... 
07:p0226 => XII. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRI ... 
07:p0265 => XIII. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDR ... 
07:p0278 => XIV. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRI ... 
07:p0290 => XV. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRIK ... 
07:p0325 => XVI. CHRISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRI ... 
07:p0336 => XVII. CHISTOFFEL VAN SWOLL, FRANS CASTELIJN, MATTHEUS DE HAAN,  HENDRI ... 
07:p0353 => I. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL TI ... 
07:p0381 => II. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL T ... 
07:p0396 => III. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL  ... 
07:p0413 => IV. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL T ... 
07:p0456 => V. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL TI ... 
07:p0467 => VI. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,SAMUEL TIM ... 
07:p0479 => VII. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL  ... 
