01:p0003a => I. PIETER BOTH, AAN BOORD VAN HET WAPEN VAN AMSTERDAM,  VOOR ILE DE MA ... 
07:p0485 => VIII. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE  HAAN, SAMUEL ... 
07:p0517 => IX. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL T ... 
07:p0534 => X. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL TI ... 
07:p0537 => XI. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE HAAN,  SAMUEL T ... 
07:p0547 => XII. HENDRIK ZWAARDECROON, FRANS CASTELIJN, M ATTHEUS DE HAAN,  JACOB  ... 
07:p0552 => XIII. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE  HAAN, JACOB  ... 
07:p0583 => XIV. HENDRIK ZWAARDECROON, FRANS CASTELIJN, MATTHEUS DE  HAAN, JACOB F ... 
07:p0596 => XV. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, JACOB FAES, ANTHONY  HUYSM ... 
07:p0607 => XVI. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, JACOB FAES,  ANTHONY HUYS ... 
07:p0610 => XVII. HENDRIK ZW AARDECROON, M ATTHEUS DE HAAN, ANTHONY HUYSMAN,  CORN ... 
07:p0640 => XVIII. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNE ... 
07:p0651 => XIX. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY HUYSMAN,  CORNELI ... 
07:p0657 => XX. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY HUYSMAN,  CORNELIS ... 
07:p0660 => XXII HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY HUYSMAN,  CORNELI ... 
07:p0661 => XXII. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY HUYSM  AN, CORNE ... 
07:p0684 => XXIII. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNE ... 
07:p0693 => XXIV. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNEL ... 
07:p0706 => XXV. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNELI ... 
07:p0707 => XXVI. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNEL ... 
07:p0710 => XXVII. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNE ... 
07:p0744 => XXVIII. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORN ... 
07:p0745 => XXIX. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNEL ... 
07:p0746 => XXX. HENDRIK Z W A ARDECRÖON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORN ... 
07:p0754 => XXXI. HENDRIK ZWAARDECROON, MATTHEUS DE HAAN, ANTHONY  HUYSMAN, CORNEL ... 
08:p0003 => I. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WYBRANT BLO ... 
08:p0009 => II. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WYBRANT BL ... 
08:p0033 => III. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT  ... 
08:p0046 => IV. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT B ... 
08:p0059 => V. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT BL ... 
08:p0068 => VI. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT B ... 
08:p0100 => VII. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT  ... 
08:p0111 => Vlll. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  W1JBRANT ... 
08:p0121 => IX. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT B ... 
08:p0127 => IXa, geheim. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS  HASSELAAR, W ... 
08:p0128 => X. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  W1JBRANT BL ... 
08:p0154 => XI. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT B ... 
08:p0171 => XII. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT  ... 
08:p0179 => XIII. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT ... 
08:p0188 => XIV. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNEL1S HASSELAAR,  WIJBRANT  ... 
08:p0224 => XlVa. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT ... 
08:p0225 => XV. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT B ... 
08:p0234 => XVI. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT  ... 
08:p0235 => XVII. MATTHEUS DE HAAN, ANTHONY HUYSMAN, CORNELIS HASSELAAR,  WIJBRANT ... 
09:p0001 => I. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD VA ... 
09:p0007 => II. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD V ... 
09:p0012 => III. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD  ... 
09:p0014 => IV. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD V ... 
09:p0015 => V. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD VA ... 
09:p0070 => VI. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD V ... 
09:p0071 => VII. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD  ... 
09:p0096 => VIII. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD ... 
09:p0097 => IX. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD V ... 
09:p0112 => X. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD VA ... 
09:p0130 => XI. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD V ... 
09:p0131 => XII. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD  ... 
09:p0207 => XIII. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD ... 
09:p0227 => XIV. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD  ... 
09:p0233 => XV. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD V ... 
09:p0256 => XVI. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD  ... 
09:p0294 => XVII. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM,  JOAN EVERARD ... 
09:p0325 => XVIII. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM,  JO AN EVERA ... 
09:p0327 => XIX. DIDERIK DURVEN, CORNELIS HASSELAAR, WIJBRANT BLOM, JOAN  EVERARD  ... 
09:p0344 => I. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICHIE ... 
09:p0365 => II. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICHI ... 
09:p0424 => III. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICH ... 
09:p0425 => IV. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICHI ... 
09:p0427 => V. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, het ca ... 
09:p0467 => VI. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICHI ... 
09:p0482 => VII. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICH ... 
09:p0484 => VIII. DIRK VAN CLOON, MICHIEL WESTPALM, JOAN FRANQOIS DE WITTE  VAN SC ... 
09:p0525 => IX. DIRK VAN CLOON, JOAN EVERARD VAN DER SCHUER, MICHIEL  WESTPALM, JO ... 
09:p0548 => X. DIRK VAN CLOON, WIJBRANT BLOM, JOAN EVERARD VAN DER  SCHUER, MICHIE ... 
09:p0567 => XI. DIRK VAN CLOON, WIJBRANT BLOM, MICHIEL WESTPALM, JOAN  FRANQOIS DE ... 
09:p0588 => XII. DIRK VAN CLOON, WIJBRANT BLOM, JOAN FRANQOIS DE WITTE VAN  SCHOOT ... 
09:p0597 => XIII. DIRK VAN CLOON, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN OOSTWA ... 
09:p0627 => XIV. DIRK VAN CLOON, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN VALCKEN ... 
09:p0628 => I. ABRAHAM PATRAS, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN VALCKENIE ... 
09:p0652 => II. ABRAHAM PATRAS, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN VALCKENI ... 
09:p0672 => III. ABRAHAM PATRAS, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN VALCKEN ... 
09:p0692 => IV. ABRAHAM PATRAS, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN VALCKENI ... 
09:p0702 => V. ABRAHAM PATRAS, WIJBRANT BLOM, HERMAN VAN BAYEN,  ADRIAAN VALCKENIE ... 
09:p0750 => VI. ABRAHAM PATRAS, WIJBRANT BLOM, ADRIAAN VALCKENIER, JOAN  PAUL SCHA ... 
09:p0782 => VII. ABRAHAM PATRAS, WIJBRANT BLOM, ADRIAAN VALCKENIER,  JOAN PAUL SCH ... 
09:p0805 => VIII. ABRAHAM PATRAS, WIJBRANT BLOM, ADRIAAN VALCKENIER,  JOAN PAUL SC ... 
09:p0807 => IX. ABRAHAM PATRAS, WIJBRANT BLOM, ADRI AAN VALCKENIER, JOAN  PAUL SCH ... 
09:p0830 => X. ABRAHAM PATRAS, WIJBRANT BLOM, ADRIAAN VALCKENIER, JOAN  PAUL SCHAG ... 
10:p0001 => I. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THEDENS,  ELIAS DE ... 
10:p0049 => II. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, ELIAS D ... 
10:p0081 => Ila. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, ELIAS  ... 
10:p0087 => III. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, ELIAS DE HAEZE,ISA AC VAN ... 
10:p0112 => IV. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THEDENS,  ELIAS D ... 
10:p0175 => V. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THEDENS,  ELIAS DE ... 
10:p0255 => VI. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, ELIAS D ... 
10:p0297 => VII. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES  THEDENS, ELIAS  ... 
10:p0399 => Vila. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES  THEDENS, ELIAS ... 
10:p0413 => VIII. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, ELIAS ... 
10:p0461 => IX. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THEDENS,  ELIAS D ... 
10:p0494 => X. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THEDENS,  GUSTAAF  ... 
10:p0495 => XI. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THEDENS,  GUSTAAF ... 
10:p0496 => XII. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, HERMAN ... 
10:p0598 => XIII. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, HERMA ... 
10:p0633 => XIV. ADRIAAN VALCKENIER, JOAN PAUL SCHAGHEN, JOHANNES THE-DENS, HERMAN ... 
10:p0749 => I. JOHANNES THEDENS, JOAN PAUL SCHAGHEN, HERMAN VAN SUCHTELEN,  PIETER ... 
10:p0767 => II. JOHANNES THEDENS, HERMAN VAN SUCHTELEN, PIETER ROCHUSPASQUES DE CH ... 
10:p0799 => III. JOHANNES THEDENS, HERMAN VAN SUCHTELEN, PIETER ROCHUSPASQUES DE C ... 
10:p0807 => IV. JOHANNES THEDENS, HERMAN VAN SUCHTELEN, PIETER ROCHUS  PASQUES DE  ... 
10:p0857 => V. JOHANNES THEDENS, PIETER ROCHUS PASQUES DE CHAVONNES,ELIAS GUILLOT, ... 
10:p0997 => VI. JOHANNES THEDENS, DANIËL NOLTHENIUS, PIETER ROCHUS PAS-QUES DE CHA ... 
10:p1001 => VIL JOHANNES THEDENS, DANIËL NOLTHENIUS, PIETER ROCHUS PAS-QUES DE CHA ... 
10:p1016 => VIII. JOHANNES THEDENS, PIETER ROCHUS PASQUES DE CHAVONNES,DANIËL NOLT ... 
11:p0001 => I. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NIC ... 
11:p0008 => II. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NI ... 
11:p0023 => III. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  N ... 
11:p0025 => IV. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NI ... 
11:p0027 => V. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NIC ... 
11:p0115 => VI. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NI ... 
11:p0116 => VII. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  N ... 
11:p0130 => VIII. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE  CHAVONNES,  ... 
11:p0131 => IX. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NI ... 
11:p0207 => X. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NIC ... 
11:p0217 => XI. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NI ... 
11:p0224 => XII. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  N ... 
11:p0226 => XIII. GUSTAAF WILLEM VAN IMHOFF (niet getekend wegens ziekte), PIETER  ... 
11:p0329 => XIV. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE  CHAVONNES, N ... 
11:p0330 => XV. GUSTAAF WILLEM VAN IMHOFF, NICOLAAS CRUL, DANIËL NOLTHENIUS,  MAUR ... 
11:p0349 => XVI. GUSTAAF WILLEM VAN IMHOFF, NICOLAAS CRUL, DANIËL NOLTHENIUS,  MAU ... 
11:p0350 => XVII. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE  CHAVONNES,  ... 
11:p0353 => XVIII. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE  CHAVONNES, ... 
11:p0355 => XIX. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE  CHAVONNES, N ... 
11:p0363 => XX. GUSTAAF WILLEM VAN IMHOFF, PIETER ROCHUS PASQUES DE CHAVONNES,  NI ... 
11:p0475 => XXI. GUSTAAF WILLEM VAN IMHOFF, NICOLAAS CRUL, DANIËL NOLTHENIUS,  JOH ... 
11:p0479 => XXII. GUSTAAF WILLEM VAN IMHOFF, NICOLAAS CRUL, DANIËL NOLTHENIUS,  JO ... 
11:p0481 => XXIII. GUSTAAF WILLEM VAN IMHOFF, DANIËL NOLTHENIUS, JOHANNES  MATTHEU ... 
11:p0505 => XXIV. GUSTAAF WILLEM VAN IMHOFF, DANIËL NOLTHENIUS, JOHANNES  MATTHEUS ... 
11:p0507 => XXV. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIËL  ... 
11:p0601 => XXVI. GUSTAAF WILLEM VAN IMHOFF, JOH ANNES MATTHEUS CLUYSENAAR,  DANIË ... 
11:p0604 => XXVII. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIË ... 
11:p0608 => XXVIII. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANI ... 
11:p0616 => XXIX. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIËL ... 
11:p0618 => XXX. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIËL  ... 
11:p0641 => XXXI. GUSTAAF WILLEM VAN IMHOFF, JOH ANNES MATTHEUS CLUYSENAAR,  DANIË ... 
11:p0735 => XXXII. GUSTAAF WILLEM VAN IMHOFF, JOH ANNES M ATTHEUS CLUYSENAAR,  DAN ... 
11:p0751 => XXXIII. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANI ... 
11:p0754 => XXXIV. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIË ... 
11:p0766 => XXXV. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIËL ... 
11:p0769 => XXXVI. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIË ... 
11:p0846 => XXXVII. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANI ... 
11:p0854 => XXXVIII. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DAN ... 
11:p0858 => XXXIX. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIË ... 
11:p0862 => XL. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIËL O ... 
11:p0868 => XLI. GUSTAAF WILLEM VAN IMHOFF, JOHANNES MATTHEUS CLUYSENAAR,  DANIËL  ... 
12:p0001 => I. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, DANIËL OVERBEEK,  AREND ... 
12:p0003 => II. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, DANIËL OVER-BEEK, AREN ... 
12:p0083 => III. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, DANIËL OVER-BEEK, ARE ... 
12:p0084 => IV. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, DANIËL OVER-BEEK, AREN ... 
12:p0088 => V. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, DANIËL OVER-BEEK, AREND ... 
12:p0089 => VI. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACOB ... 
12:p0096 => VIL JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACOB ... 
12:p0180 => VIII. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JAC ... 
12:p0181 => IX. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACOB ... 
12:p0183 => X. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACOB  ... 
12:p0186 => XI. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, JACOB VAN DERWAEYEN, P ... 
12:p0189 => XII. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACO ... 
12:p0196 => XIII. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JAC ... 
12:p0198 => XIV. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACO ... 
12:p0276 => XV. JACOB MOSSEL, JOHANNES MATTHEUS CLUYSENAAR, AREND VANBROYEL, JACOB ... 
12:p0278 => XVI. JACOB MOSSEL, AREND VAN BROYEL, JACOB VAN DER WAEYEN,PETRUS ALBER ... 
12:p0281 => XVII. JACOB MOSSEL, AREND VAN BROYEL, JACOB VAN DER WAEYEN, JUR-GEN VA ... 
12:p0293 => XVIII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARR ... 
12:p0392 => XIX. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA, ... 
12:p0394 => XX. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VAN DERPARRA,  ... 
12:p0403 => XXL JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA,  ... 
12:p0499 => XXII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA ... 
12:p0500 => XXIII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARR ... 
12:p0501 => XXIV. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA ... 
12:p0509 => XXV. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA, ... 
12:p0510 => XXVI. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA ... 
13:p0001 => XXVII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER PA ... 
13:p0008 => XXVIII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER P ... 
13:p0014 => XXIX. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER PAR ... 
13:p0111 => XXX. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER PARR ... 
13:p0115 => XXXI. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUSVAN DER PARRA ... 
13:p0122 => XXXII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER PA ... 
13:p0213 => XXXIII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER P ... 
13:p0217 => XXXIV. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUSVAN DER PARR ... 
13:p0231 => XXXV. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER PAR ... 
13:p0340 => XXXVI. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUSVAN DER PARR ... 
13:p0345 => XXXVII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER P ... 
13:p0362 => XXXVIII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUSVAN DER PA ... 
13:p0477 => XXXIX. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS  VAN DER PA ... 
13:p0483 => XL. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA,  ... 
13:p0501 => XLI. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUS VANDER PARRA, ... 
13:p0620 => XLII. JACOB MOSSEL, JACOB VAN DER WAEYEN, PETRUS ALBERTUSVAN DER PARRA ... 
13:p0626 => BIJLAGE LADINGLIJST VAN TWAALF RETOURSCHEPEN VERTROKKEN  OP 15 EN 30 O ... 
